archivo,wall_time-s,user_time-s,sys_time-s,cpu_total-s,percent_cpu,mem_rss-kb
./pruebas/56.txt,0.003477,0.003592,0.000000,0.003592,103.3,2156
./pruebas/10.txt,0.001727,0.001680,0.000000,0.001680,97.3,2156
./pruebas/75.txt,0.000829,0.000599,0.000000,0.000599,72.2,2156
./pruebas/247.txt,0.001615,0.001637,0.000000,0.001637,101.3,2156
./pruebas/15.txt,0.002012,0.002024,0.000000,0.002024,100.6,2156
./pruebas/0.txt,0.002505,0.001765,0.000000,0.001765,70.4,2156
