num_fila,wall_time-s,user_time-s,sys_time-s,cpu_total-s,percent_cpu,mem_rss-kb
4,0.000358,0.000000,0.000290,0.000290,81.0,1952
4,0.000336,0.000000,0.000263,0.000263,78.2,1952
3,0.000300,0.000000,0.000226,0.000226,75.4,1952
6,0.000513,0.000000,0.000438,0.000438,85.4,1952
2,0.000318,0.000000,0.000213,0.000213,66.9,1952
6,0.000655,0.000000,0.000600,0.000600,91.5,1952
4,0.000468,0.000000,0.000382,0.000382,81.7,1952
6,0.000688,0.000000,0.000637,0.000637,92.6,1952
2,0.000286,0.000000,0.000205,0.000205,71.6,1952
4,0.000384,0.000000,0.000310,0.000310,80.7,1952
5,0.000517,0.000000,0.000447,0.000447,86.4,1952
5,0.000556,0.000000,0.000502,0.000502,90.3,1952
6,0.000727,0.000000,0.000623,0.000623,85.7,1952
3,0.000314,0.000000,0.000239,0.000239,76.0,1952
4,0.000546,0.000000,0.000484,0.000484,88.6,1952
6,0.000688,0.000000,0.000637,0.000637,92.6,1952
6,0.000624,0.000000,0.000571,0.000571,91.5,1952
5,0.000603,0.000000,0.000569,0.000569,94.4,1952
6,0.000691,0.000000,0.000632,0.000632,91.5,1952
2,0.000313,0.000000,0.000235,0.000235,75.1,1952
4,0.000433,0.000000,0.000397,0.000397,91.7,1952
4,0.000569,0.000000,0.000510,0.000510,89.7,1952
2,0.000294,0.000000,0.000208,0.000208,70.6,1952
3,0.000306,0.000000,0.000233,0.000233,76.1,1952
2,0.000364,0.000000,0.000268,0.000268,73.6,1952
2,0.000318,0.000000,0.000243,0.000243,76.5,1952
2,0.000252,0.000000,0.000175,0.000175,69.5,1952
2,0.000217,0.000000,0.000137,0.000137,63.1,1952
