num_fila,wall_time-s,user_time-s,sys_time-s,cpu_total-s,percent_cpu,mem_rss-kb
6,0.000439,0.000000,0.000403,0.000403,91.7,1952
5,0.000371,0.000000,0.000304,0.000304,82.0,1952
4,0.000401,0.000000,0.000294,0.000294,73.3,1952
5,0.000423,0.000000,0.000349,0.000349,82.5,1952
3,0.000276,0.000000,0.000201,0.000201,72.9,1952
3,0.000287,0.000000,0.000215,0.000215,74.8,1952
5,0.000405,0.000000,0.000334,0.000334,82.6,1952
4,0.000382,0.000000,0.000302,0.000302,79.0,1952
6,0.000453,0.000000,0.000397,0.000397,87.7,1952
5,0.000417,0.000000,0.000345,0.000345,82.8,1952
6,0.000679,0.000000,0.000553,0.000553,81.4,1952
3,0.000546,0.000000,0.000288,0.000288,52.8,1952
4,0.000354,0.000000,0.000282,0.000282,79.7,1952
6,0.000455,0.000000,0.000393,0.000393,86.4,1952
3,0.000296,0.000000,0.000206,0.000206,69.7,1952
4,0.000344,0.000000,0.000266,0.000266,77.3,1952
5,0.000403,0.000000,0.000350,0.000350,86.9,1952
4,0.000343,0.000000,0.000270,0.000270,78.8,1952
4,0.000326,0.000000,0.000256,0.000256,78.6,1952
4,0.000385,0.000000,0.000311,0.000311,80.8,1952
4,0.000374,0.000000,0.000311,0.000311,83.1,1952
5,0.000399,0.000000,0.000335,0.000335,83.9,1952
5,0.000396,0.000000,0.000330,0.000330,83.3,1952
4,0.000371,0.000000,0.000266,0.000266,71.7,1952
5,0.000425,0.000000,0.000346,0.000346,81.4,1952
4,0.000380,0.000000,0.000309,0.000309,81.2,1952
3,0.000338,0.000000,0.000266,0.000266,78.7,1952
3,0.000377,0.000000,0.000302,0.000302,80.0,1952
2,0.000332,0.000000,0.000240,0.000240,72.3,1952
2,0.000321,0.000000,0.000230,0.000230,71.6,1952
4,0.000500,0.000000,0.000430,0.000430,86.0,1952
3,0.000602,0.000000,0.000347,0.000347,57.7,1952
3,0.000340,0.000000,0.000271,0.000271,79.6,1952
5,0.000421,0.000000,0.000351,0.000351,83.4,1952
5,0.000503,0.000000,0.000431,0.000431,85.7,1952
2,0.000262,0.000000,0.000169,0.000169,64.5,1952
2,0.000227,0.000000,0.000145,0.000145,63.8,1952
3,0.000318,0.000000,0.000233,0.000233,73.2,1952
5,0.000424,0.000000,0.000349,0.000349,82.3,1952
4,0.000364,0.000000,0.000288,0.000288,79.2,1952
5,0.000415,0.000000,0.000350,0.000350,84.4,1952
3,0.000286,0.000000,0.000211,0.000211,73.8,1952
4,0.000378,0.000000,0.000341,0.000341,90.1,1952
4,0.000396,0.000000,0.000320,0.000320,80.7,1952
3,0.000307,0.000000,0.000229,0.000229,74.7,1952
2,0.000252,0.000000,0.000159,0.000159,63.1,1952
2,0.000262,0.000000,0.000169,0.000169,64.6,1952
5,0.000427,0.000000,0.000358,0.000358,83.9,1952
4,0.000371,0.000000,0.000271,0.000271,73.0,1952
6,0.000561,0.000000,0.000378,0.000378,67.4,1952
4,0.000369,0.000000,0.000298,0.000298,80.7,1952
5,0.000490,0.000000,0.000421,0.000421,85.9,1952
3,0.000334,0.000000,0.000234,0.000234,70.1,1952
4,0.000375,0.000000,0.000298,0.000298,79.5,1952
4,0.000355,0.000000,0.000277,0.000277,78.1,1952
5,0.000409,0.000000,0.000337,0.000337,82.4,1952
2,0.000256,0.000000,0.000149,0.000149,58.2,1952
3,0.000313,0.000000,0.000221,0.000221,70.7,1952
5,0.000430,0.000000,0.000368,0.000368,85.6,1952
5,0.000412,0.000000,0.000339,0.000339,82.3,1952
3,0.000297,0.000000,0.000220,0.000220,74.0,1952
2,0.000244,0.000000,0.000149,0.000149,61.1,1952
4,0.000357,0.000000,0.000292,0.000292,81.9,1952
5,0.000419,0.000000,0.000352,0.000352,84.0,1952
