num_fila,wall_time-s,user_time-s,sys_time-s,cpu_total-s,percent_cpu,mem_rss-kb
4,0.004821,0.000416,0.004406,0.004821,8.62,40
2,0.004635,0.000311,0.004325,0.004635,6.70,40
5,0.004858,0.000538,0.004321,0.004858,11.07,40
2,0.005448,0.000314,0.005134,0.005448,5.76,40
3,0.005476,0.000504,0.004972,0.005476,9.21,40
4,0.005574,0.000630,0.004944,0.005574,11.30,40
4,0.005830,0.000531,0.005299,0.005830,9.11,40
2,0.005818,0.000369,0.005449,0.005818,6.34,40
5,0.006285,0.000820,0.005465,0.006285,13.05,40
4,0.006303,0.000559,0.005745,0.006303,8.86,40
4,0.006320,0.000523,0.005798,0.006320,8.27,40
3,0.006410,0.000416,0.005993,0.006410,6.50,40
5,0.008347,0.000613,0.007734,0.008347,7.35,40
4,0.006887,0.000520,0.006368,0.006887,7.54,40
5,0.006315,0.000616,0.005699,0.006315,9.76,40
5,0.006629,0.000685,0.005944,0.006629,10.33,40
5,0.008346,0.000638,0.007708,0.008346,7.64,40
2,0.006573,0.000331,0.006242,0.006573,5.04,40
2,0.006034,0.000352,0.005682,0.006034,5.83,40
6,0.005952,0.000776,0.005176,0.005952,13.04,40
5,0.006050,0.000627,0.005423,0.006050,10.36,40
6,0.005764,0.000648,0.005116,0.005764,11.24,40
6,0.005137,0.000695,0.004442,0.005137,13.54,40
3,0.004808,0.000352,0.004457,0.004808,7.31,40
3,0.004683,0.000310,0.004373,0.004683,6.62,40
5,0.005081,0.000573,0.004509,0.005081,11.27,40
4,0.005835,0.000486,0.005349,0.005835,8.33,40
2,0.005260,0.000333,0.004927,0.005260,6.33,40
4,0.006220,0.001178,0.005042,0.006220,18.94,40
4,0.005846,0.000541,0.005305,0.005846,9.26,40
4,0.005398,0.000546,0.004852,0.005398,10.11,40
4,0.006463,0.000550,0.005913,0.006463,8.51,40
2,0.006913,0.000389,0.006524,0.006913,5.63,40
6,0.007930,0.000903,0.007027,0.007930,11.39,40
2,0.005346,0.000283,0.005063,0.005346,5.29,40
3,0.005805,0.000487,0.005318,0.005805,8.39,40
6,0.006574,0.000781,0.005793,0.006574,11.87,40
5,0.006554,0.000622,0.005932,0.006554,9.49,40
5,0.006603,0.000616,0.005987,0.006603,9.33,40
3,0.006008,0.000415,0.005593,0.006008,6.90,40
6,0.006230,0.000742,0.005488,0.006230,11.91,40
4,0.006248,0.000672,0.005576,0.006248,10.75,40
5,0.006728,0.000658,0.006070,0.006728,9.77,40
4,0.005264,0.000462,0.004802,0.005264,8.78,40
3,0.005007,0.000368,0.004640,0.005007,7.35,40
2,0.005483,0.000284,0.005199,0.005483,5.17,40
4,0.005146,0.000461,0.004685,0.005146,8.95,40
4,0.005432,0.000780,0.004652,0.005432,14.37,40
4,0.005849,0.000553,0.005296,0.005849,9.46,40
5,0.005955,0.000694,0.005261,0.005955,11.66,40
5,0.007462,0.001069,0.006393,0.007462,14.33,40
5,0.008657,0.000809,0.007848,0.008657,9.34,40
4,0.006122,0.000514,0.005609,0.006122,8.39,40
5,0.006739,0.000675,0.006064,0.006739,10.01,40
2,0.005796,0.000342,0.005454,0.005796,5.89,40
5,0.005834,0.000664,0.005170,0.005834,11.38,40
2,0.005579,0.000281,0.005298,0.005579,5.04,40
3,0.004766,0.000333,0.004434,0.004766,6.98,40
4,0.005746,0.000469,0.005276,0.005746,8.16,40
5,0.005155,0.000526,0.004629,0.005155,10.20,40
3,0.004659,0.000325,0.004334,0.004659,6.97,40
4,0.005034,0.000507,0.004526,0.005034,10.08,40
2,0.004641,0.000259,0.004383,0.004641,5.58,40
2,0.005112,0.000336,0.004776,0.005112,6.57,40
5,0.007004,0.000618,0.006386,0.007004,8.82,40
5,0.005597,0.000571,0.005026,0.005597,10.20,40
3,0.005591,0.000382,0.005209,0.005591,6.83,40
5,0.005301,0.000545,0.004756,0.005301,10.28,40
6,0.005691,0.000797,0.004894,0.005691,14.00,40
2,0.005267,0.000273,0.004994,0.005267,5.18,40
6,0.005197,0.000633,0.004564,0.005197,12.18,40
6,0.005346,0.000708,0.004638,0.005346,13.24,40
3,0.005109,0.000348,0.004761,0.005109,6.82,40
4,0.005162,0.000477,0.004685,0.005162,9.24,40
5,0.005367,0.000605,0.004762,0.005367,11.28,40
5,0.004994,0.000528,0.004466,0.004994,10.58,40
6,0.005123,0.000678,0.004445,0.005123,13.23,40
6,0.005525,0.000703,0.004823,0.005525,12.71,40
5,0.004811,0.000523,0.004288,0.004811,10.86,40
6,0.005437,0.000780,0.004657,0.005437,14.34,40
5,0.005358,0.000531,0.004827,0.005358,9.91,40
6,0.005116,0.000676,0.004440,0.005116,13.22,40
2,0.004963,0.000281,0.004682,0.004963,5.67,40
4,0.004799,0.000428,0.004371,0.004799,8.92,40
4,0.004706,0.000451,0.004255,0.004706,9.59,40
